,종목코드,회사명,결산월,결산년도,유동비율,당좌비율,부채비율,자기자본비율,차입금의존도,현금비율,순운전자본비율,자기자본이익률,총자산이익률,매출총이익률,영업이익률,매출액성장률,자산성장률,자기자본성장률,매출총이익성장률,총자산회전율,매출채권회전율,재고자산회전율,순운전자본회전율,총부채상환능력비율,label
144,[007690],국도화학,12,2015,200.11,151.72,30.37,69.63,43.62,14.22,25.66,0.0,0.0,15.84,9.18,5.6,8.79,13.1,82.9,32.47,inf,250.19,324.56,28.71,0
145,[005320],국동,12,2015,95.3,57.41,66.19,33.81,195.78,2.26,-2.57,7.24,2.22,inf,inf,,24.07,56.21,-11.35,0.0,,0.0,0.0,3.03,0
146,[001140],국보,12,2015,50.18,49.38,78.65,21.35,368.4,0.4,-31.9,-4.83,-1.1,inf,-inf,,-8.49,-18.45,-1.29,0.0,,0.0,-0.0,-1.1,0
147,[066620],국보디자인,12,2015,191.6,191.6,41.52,58.48,70.99,15.71,35.83,2.38,1.36,inf,inf,,2.67,7.12,-15.01,0.0,0.0,,0.0,10.44,0
148,[043650],국순당,12,2015,725.29,622.16,8.55,91.45,9.35,240.64,35.12,-0.65,-0.59,35.11,-11.08,-15.94,-1.1,-0.39,-24.72,9.16,128.05,158.3,69.52,-29.96,0
149,[006050],국영지앤엠,12,2015,222.09,211.5,23.14,76.86,30.1,99.18,24.09,-0.28,-0.22,1.23,-2.59,-22.11,8.0,3.67,-83.59,16.34,inf,641.28,174.87,4.39,0
150,[060480],국일신동,12,2015,413.82,200.01,19.45,80.55,24.15,34.1,29.83,0.43,0.33,,,,-10.66,1.18,,0.0,0.0,0.0,0.0,31.53,0
151,[078130],국일제지,12,2015,83.8,52.8,50.23,49.77,100.94,13.91,-7.56,9.01,3.37,14.54,2.16,-14.86,-12.55,63.28,-9.84,9.58,54.72,50.4,-206.61,-20.56,0
152,[044180],국제디와이,12,2015,147.3,83.55,51.63,48.37,106.72,10.01,23.71,1.47,0.75,inf,inf,,41.17,24.48,2034.71,0.0,0.0,0.0,0.0,11.78,1
153,[002720],국제약품공업,12,2015,223.9,160.06,48.51,51.49,94.23,0.78,26.26,-2.59,-1.24,43.93,1.4,-4.99,13.38,33.94,8.8,22.44,inf,134.09,259.61,-7.17,1
154,[014530],극동유화,12,2015,208.33,160.85,27.85,72.15,38.6,27.52,27.34,3.0,2.03,inf,inf,,-2.85,10.01,14.5,0.0,,0.0,0.0,32.94,0
155,[014280],금강공업,12,2015,66.08,48.04,59.98,40.02,149.89,10.81,-18.19,1.37,0.54,inf,inf,,0.91,4.31,-7.3,0.0,0.0,0.0,-0.0,1.57,0
156,[053260],금강철강,12,2015,425.26,377.67,19.65,80.35,24.45,114.93,58.09,1.55,1.24,inf,inf,,2.71,4.34,1.28,0.0,0.0,0.0,0.0,25.09,0
157,[008870],금비,9,2015,69.03,48.73,46.93,53.07,88.44,6.26,-9.75,0.94,0.5,inf,inf,,3.05,2.09,69.17,0.0,,0.0,-0.0,12.27,0
158,[058370],금성테크,12,2015,109.24,101.8,43.84,56.16,78.07,2.56,4.02,-19.75,-11.93,15.56,1.73,35.28,60.78,34.36,340.67,16.5,inf,363.72,454.54,-33.66,1
159,[001570],금양,12,2015,61.98,52.83,70.34,29.66,237.17,6.8,-24.89,1.25,0.39,inf,inf,,8.5,0.48,20.72,0.0,,0.0,-0.0,4.72,0
160,[011780],금호석유화학,12,2015,54.59,31.56,61.45,38.55,159.43,0.22,-18.85,1.59,0.59,,,,-8.09,-2.08,,0.0,,0.0,-0.0,18.57,0
161,[214330],금호에이치티,12,2015,324.46,240.4,24.92,75.08,33.18,0.66,51.04,0.0,0.0,16.51,11.29,3.74,6.84,32.43,31.84,42.93,inf,240.51,239.27,0.0,0
162,[130500],금호엔티,12,2015,219.65,196.55,26.77,73.23,36.55,37.95,27.68,0.0,0.0,inf,inf,,-4.32,5.11,6.57,0.0,,0.0,0.0,15.5,1
163,[001210],금호전기,12,2015,87.22,63.75,46.16,53.84,85.75,3.2,-3.94,-2.42,-1.26,inf,-inf,,-14.56,-9.47,-48.15,0.0,0.0,0.0,-0.0,-16.8,0
164,[073240],금호타이어,12,2015,78.65,64.25,58.9,41.1,143.32,6.03,-8.59,-0.83,-0.34,16.08,1.63,-13.02,-2.68,-3.49,-40.59,17.79,inf,316.97,-1252.4,3.22,0
165,[036190],금화피에스시,12,2015,334.72,334.72,18.75,0.0,inf,41.87,41.44,,0.0,17.08,13.32,17.95,19.63,,13.3,30.63,inf,inf,192.17,72.49,0
166,[049080],기가레인,12,2015,77.64,65.08,55.93,44.07,126.93,26.95,-8.17,-4.92,-2.49,-18.69,-30.6,-35.83,11.49,-15.07,-162.93,10.87,78.75,169.76,-790.75,-0.42,0
167,[035460],기산텔레콤,12,2015,292.83,254.09,28.16,71.84,39.2,157.77,45.43,0.38,0.26,18.35,0.33,9.85,-0.71,6.3,-11.38,21.13,90.51,220.26,131.51,41.4,0
168,[092440],기신정기,3,2015,897.2,723.8,5.97,94.03,6.35,88.39,39.35,0.0,0.0,27.71,19.14,0.85,6.06,6.05,-4.8,12.16,inf,160.95,81.03,128.72,0
169,[013700],까뮤이앤씨,12,2015,100.49,98.26,64.63,35.37,182.76,5.15,0.24,3.17,1.0,inf,inf,,-0.14,28.26,32.69,0.0,0.0,0.0,-0.0,9.4,0
170,[004540],깨끗한나라,12,2015,53.91,32.88,60.8,39.2,155.13,1.08,-22.37,-0.27,-0.1,inf,inf,,9.0,11.07,-0.12,0.0,0.0,0.0,-0.0,5.62,0
171,[187790],나노,12,2015,122.44,71.71,56.13,43.87,127.94,10.42,7.09,-10.78,-3.75,-17.93,-48.64,-43.81,12.21,99.67,-139.57,5.42,inf,32.81,700.57,-24.72,0
172,[121600],나노신소재,12,2015,944.74,487.1,10.59,89.41,11.84,199.97,64.77,2.85,2.5,inf,inf,,15.37,20.07,60.15,0.0,,0.0,0.0,125.15,0
173,[039860],나노엔텍,12,2015,727.32,635.63,16.26,83.74,19.41,184.69,39.42,-2.44,-2.04,18.95,-17.89,-7.91,26.77,27.59,-34.68,8.9,inf,120.58,56.77,-34.03,0
174,[091970],나노캠텍,12,2015,105.99,94.75,29.31,70.69,41.46,9.29,1.38,-2.75,-1.99,17.34,-9.06,-20.91,-7.88,-11.37,-37.61,14.24,inf,578.55,787.06,8.74,0
175,[051490],나라엠앤디,12,2015,118.55,59.06,47.23,52.77,89.5,3.41,8.03,0.0,0.0,14.59,5.48,-1.9,1.65,6.14,-10.69,19.57,84.83,71.52,657.29,4.17,0
176,[190510],나무가,12,2015,161.1,159.25,59.57,40.43,147.35,11.46,34.22,4.88,1.57,11.31,6.86,70.21,48.38,200.8,159.27,66.78,inf,6902.52,573.17,25.77,0
177,[089600],나스미디어,12,2015,178.32,178.32,50.94,49.06,103.84,19.11,38.69,3.75,2.07,,,,45.36,11.13,,0.0,0.0,,0.0,24.72,0
178,[138610],나이벡,12,2015,245.43,207.0,44.32,55.68,79.59,72.1,24.07,-7.63,-3.61,inf,-inf,,37.32,113.0,1.8,0.0,0.0,0.0,0.0,-24.78,0
179,[130580],나이스디앤비,12,2015,492.28,492.28,17.91,82.09,21.82,91.23,61.34,3.96,3.24,,inf,,12.03,12.47,,0.0,,,0.0,88.64,0
180,[036800],나이스정보통신,12,2015,123.05,120.46,57.39,42.61,134.7,36.2,13.16,6.95,2.84,inf,inf,,18.22,29.45,41.29,0.0,,0.0,0.0,14.18,0
181,[001260],남광토건,12,2015,98.6,97.75,82.62,17.38,475.3,18.26,-0.93,136.96,-5.1,-13.02,-16.46,8.52,-55.76,-158.89,37.84,20.44,118.08,1300.84,-2423.3,4.62,0
182,[008350],남선알미늄,12,2015,107.58,76.34,63.98,36.02,177.59,6.16,3.92,3.91,1.41,12.55,4.88,2.64,19.05,17.84,13.08,33.27,inf,258.9,3852.12,-7.83,0
183,[004270],남성,12,2015,105.22,104.74,53.55,46.45,115.28,1.72,2.14,0.57,0.27,,,,3.73,2.52,,0.0,0.0,0.0,0.0,-8.13,0
184,[003920],남양유업,12,2015,398.14,251.14,14.52,85.48,16.98,37.33,33.72,0.75,0.64,inf,inf,,3.28,2.86,15.18,0.0,,0.0,0.0,54.34,0
185,[025860],남해화학,12,2015,250.15,161.25,25.44,74.56,34.12,72.93,36.85,1.36,0.99,9.68,2.04,-5.47,-0.55,4.72,8.31,57.05,inf,224.17,425.72,66.66,0
186,[091590],남화토건,12,2015,804.14,804.14,10.62,89.38,11.88,143.1,35.95,-0.0,-0.0,inf,-inf,,-1.83,-1.1,-61.51,0.0,0.0,,0.0,62.06,0
187,[168330],내츄럴엔도텍,12,2015,111.64,78.74,27.87,72.13,38.64,39.32,2.87,-7.0,-5.39,68.76,-23.81,-64.13,-23.3,-31.5,-63.78,14.2,156.78,135.3,340.25,-36.96,0
188,[212560],네오오토,12,2015,117.92,100.92,49.07,50.93,96.35,59.62,4.54,3.7,1.81,inf,inf,,32.47,45.48,2.18,0.0,0.0,0.0,0.0,39.04,0
189,[042420],네오위즈홀딩스,12,2015,939.05,938.65,5.59,94.41,5.92,36.19,36.95,0.0,0.0,,,,35.2,27.81,,0.0,0.0,0.0,0.0,11.0,0
190,[085910],네오티스,12,2015,162.28,139.85,27.47,72.53,37.87,41.63,13.94,-1.8,-1.36,17.55,4.43,-5.12,0.28,-7.41,-19.53,11.07,inf,232.47,242.93,25.89,0
191,[092730],네오팜,12,2015,312.35,254.83,19.27,80.73,23.87,108.45,38.78,2.67,2.23,73.88,17.4,40.47,12.76,4.75,41.7,23.58,220.0,253.55,146.09,78.28,0
192,[153460],네이블커뮤니케이션즈,12,2015,401.33,399.55,17.22,82.78,20.81,117.27,51.9,0.0,0.0,,,,1.38,2.97,,0.0,,0.0,0.0,20.44,0
193,[007390],네이처셀,12,2015,173.5,134.46,31.07,68.93,45.07,50.03,18.05,-1.47,-0.95,inf,-inf,,87.35,130.48,128.81,0.0,,0.0,0.0,6.83,0
194,[033640],네패스,12,2015,87.89,77.22,55.81,44.19,126.27,31.83,-4.1,1.79,0.74,inf,inf,,-6.98,7.15,51.78,0.0,0.0,0.0,-0.0,27.9,0
195,[005720],넥센,12,2015,126.42,104.17,19.21,80.79,23.77,32.84,3.12,1.11,0.88,,inf,,0.18,4.05,,0.0,0.0,0.0,0.0,26.7,0
196,[002350],넥센타이어,12,2015,172.96,141.02,54.71,45.29,120.8,12.43,12.72,3.31,1.44,inf,inf,,2.45,10.59,13.16,0.0,,0.0,0.0,21.17,0
197,[137940],넥스트아이,12,2015,360.72,343.88,15.5,84.5,18.35,75.81,32.92,1.54,1.29,inf,inf,,1.43,3.49,-18.19,0.0,,0.0,0.0,48.26,0
198,[092600],넥스트칩,12,2015,508.96,406.27,15.38,84.62,18.17,108.12,55.1,4.29,3.61,inf,inf,,17.24,18.83,76.89,0.0,0.0,0.0,0.0,64.85,0
199,[090350],노루페인트,12,2015,122.83,90.88,53.56,46.44,115.33,3.41,6.78,0.0,0.0,,,,1.53,5.19,,0.0,,0.0,0.0,0.0,0
200,[000320],노루홀딩스,12,2015,96.0,96.0,22.73,77.27,29.42,85.74,-0.55,0.0,0.0,,,,2.28,2.45,,0.0,,,0.0,19.81,0
201,[006280],녹십자,12,2015,252.24,138.97,27.29,72.71,37.54,20.36,30.76,0.0,0.0,33.91,9.3,6.87,7.38,10.86,8.97,17.86,inf,78.36,163.19,16.87,0
202,[142280],녹십자엠에스,12,2015,141.96,92.8,53.38,46.62,114.49,2.12,20.4,0.55,0.29,14.58,1.82,9.8,30.32,0.48,-13.02,37.21,83.36,151.32,370.13,-12.08,0
203,[005250],녹십자홀딩스,12,2015,110.34,8.54,32.81,67.19,48.84,1.46,1.99,0.8,0.57,,inf,,14.82,-0.64,,0.0,,0.0,0.0,-13.36,0
204,[004370],농심,12,2015,155.06,130.32,27.82,72.18,38.54,23.17,13.2,1.82,1.32,,,,6.65,5.7,,0.0,,0.0,0.0,29.69,0
205,[072710],농심홀딩스,12,2015,494.35,494.35,7.15,92.85,7.7,491.81,0.36,0.0,0.0,,inf,,0.43,0.45,,0.0,,,0.0,28.88,0
206,[054050],농우바이오,12,2015,315.96,165.93,14.32,85.68,16.71,20.0,28.33,2.05,1.81,,,,12.47,6.3,,0.0,,0.0,0.0,11.54,0
207,[069140],누리플랜,12,2015,160.48,149.48,46.98,53.02,88.6,20.9,24.2,0.71,0.37,21.43,3.82,5.01,-3.02,3.55,996.08,24.3,96.65,580.27,427.11,-4.59,0
208,[126870],뉴로스,12,2015,308.19,201.36,34.61,65.39,52.93,7.84,45.72,0.6,0.35,33.91,3.24,14.47,1.53,30.27,-16.13,11.86,inf,55.52,82.28,12.97,0
209,[060260],뉴보텍,12,2015,177.31,147.23,41.98,58.02,72.36,51.1,28.58,1.48,0.86,29.82,4.26,14.03,6.64,5.78,20.93,32.06,147.33,235.03,298.95,39.08,0
210,[012340],뉴인텍,12,2015,68.25,47.05,61.19,38.81,157.67,1.7,-16.86,-0.29,-0.11,10.73,1.54,-11.02,-3.94,-0.09,186.96,21.65,103.42,187.43,-338.68,11.51,0
211,[085670],뉴프렉스,12,2015,110.2,57.19,65.37,34.63,188.73,2.86,4.78,-1.27,-0.46,6.19,-1.53,-13.52,18.77,9.68,-42.11,26.98,inf,113.86,1289.51,-1.65,0
212,[064260],다날,12,2015,212.13,211.5,59.11,40.89,144.54,32.64,45.52,0.0,0.0,,,,54.86,19.39,,0.0,,0.0,0.0,-29.62,0
213,[039560],다산네트웍스,12,2015,74.71,70.18,45.45,54.55,83.33,14.72,-5.44,-0.39,-0.22,27.18,0.3,-61.53,10.44,0.37,-66.51,6.2,inf,135.9,868.53,1.58,0
214,[023590],다우기술,12,2015,141.86,134.73,36.89,63.11,58.46,37.91,8.72,1.02,0.67,15.7,7.63,5.18,12.45,2.81,1.62,8.92,104.14,596.99,368.24,0.0,0
215,[032190],다우데이타,12,2015,67.53,60.26,45.54,54.46,83.61,16.83,-13.29,1.33,0.67,16.25,6.1,3.85,-0.36,16.56,-4.31,13.64,111.39,432.69,-245.17,10.75,0
216,[068240],다원시스,12,2015,398.91,395.38,32.96,67.04,49.16,33.18,43.29,2.27,1.39,inf,inf,,60.27,104.61,23.54,0.0,0.0,0.0,0.0,-12.07,0
217,[019680],대교,12,2015,231.72,220.06,17.97,82.03,21.91,61.23,22.07,1.82,1.47,,,,-2.56,-0.01,,0.0,,0.0,0.0,42.05,0
218,[006370],대구백화점,3,2015,93.39,86.67,24.0,76.0,31.57,2.15,-1.12,0.0,0.0,,,,-2.83,-10.11,,0.0,,0.0,0.0,18.07,0
219,[008060],대덕전자,12,2015,,-inf,13.17,86.83,15.17,inf,0.0,1.71,1.43,9.74,5.23,-25.81,-4.0,4.16,-5.72,23.89,inf,245.07,inf,0.0,0
220,[020400],대동금속,12,2015,64.0,43.17,58.2,41.8,139.24,0.01,-12.97,0.84,0.31,10.72,3.46,-1.16,13.37,52.01,26.19,24.64,158.23,296.79,-459.07,19.45,0
221,[008830],대동기어,12,2015,87.16,51.45,61.61,38.39,160.46,0.13,-5.5,0.0,0.0,5.93,0.22,-9.93,15.25,26.9,12.88,18.46,inf,123.42,-874.68,9.78,0
222,[048470],대동스틸,12,2015,638.24,502.77,10.34,89.66,11.54,127.07,52.2,-2.2,-1.63,1.91,-1.78,-15.77,-34.89,-8.76,-57.93,31.37,inf,146.51,200.08,351.56,0
223,[008110],대동전자,3,2015,2560.15,2505.12,11.63,88.37,13.16,754.35,29.47,1.14,0.98,inf,-inf,,20.84,26.04,-78.89,0.0,0.0,0.0,0.0,27.94,0
224,[004780],대륙제관,12,2015,194.51,140.53,41.28,58.72,70.31,45.88,29.07,4.33,2.41,inf,inf,,4.02,16.68,29.92,0.0,0.0,0.0,0.0,44.34,0
225,[005750],대림비앤코,12,2015,144.48,91.03,44.72,55.28,80.91,0.53,10.42,1.44,0.8,inf,inf,,4.82,4.16,27.19,0.0,,0.0,0.0,6.59,0
226,[017650],대림제지,12,2015,179.36,158.14,21.79,78.21,27.87,74.46,8.99,-3.37,-2.77,inf,-inf,,-4.96,-13.13,-73.14,0.0,,0.0,0.0,7.58,0
227,[006570],대림통상,12,2015,126.86,86.75,43.3,56.7,76.38,4.81,9.59,-1.08,-0.6,13.55,-1.13,-0.21,-10.12,-6.26,-4.76,15.57,inf,113.7,387.94,1.98,0
228,[078140],대봉엘에스,12,2015,712.93,529.39,12.37,87.63,14.12,75.48,60.32,2.94,2.59,inf,inf,,12.83,11.14,20.49,0.0,0.0,0.0,0.0,84.62,0
229,[001680],대상,12,2015,127.87,85.44,51.57,48.43,106.49,23.01,7.5,2.45,1.23,31.08,7.3,2.95,16.15,8.15,1.64,27.72,inf,246.09,790.13,10.62,0
230,[084690],대상홀딩스,12,2015,1326.22,1326.22,5.83,94.17,6.19,468.03,9.99,0.65,0.61,0.0,61.52,-27.46,1.0,0.21,,0.92,inf,inf,23.65,38.8,0
231,[128820],대성산업,12,2015,21.99,18.09,88.02,11.98,734.4,2.58,-41.91,-44.15,-2.14,13.19,-4.51,-17.6,-44.26,674.98,-4.22,14.03,inf,903.49,-102.56,-4.06,0
232,[117580],대성에너지,12,2015,94.88,93.96,54.55,45.45,120.01,17.83,-1.86,1.22,0.52,12.43,1.74,-17.95,-8.25,2.3,5.55,33.38,inf,12271.25,-2102.71,10.28,0
233,[104040],대성파인텍,12,2015,197.23,158.51,37.18,62.82,59.2,62.51,28.37,3.09,1.94,inf,inf,,13.65,14.16,38.09,0.0,0.0,0.0,0.0,22.73,0
234,[016710],대성홀딩스,12,2015,134.21,131.97,43.57,56.43,77.22,69.55,6.55,0.0,0.0,0.0,19.75,-14.3,-1.44,-0.73,,1.74,inf,473.98,59.42,2.97,0
235,[020180],대신정보통신,3,2015,155.55,134.43,46.11,53.89,85.56,57.28,25.61,1.38,0.79,10.37,0.91,30.74,19.76,5.68,28.69,95.05,304.72,875.65,903.55,30.03,0
236,[045390],대아티아이,12,2015,226.89,223.38,22.59,77.41,29.18,20.39,26.33,1.42,1.11,,,,5.77,5.18,,0.0,0.0,0.0,0.0,-17.25,0
237,[009190],대양금속,12,2015,68.35,37.27,87.69,12.31,712.27,4.8,-26.66,-51.33,-4.39,-0.3,-5.62,-0.64,-6.07,130.51,-75.13,29.87,inf,112.06,-265.3,-10.55,0
238,[108380],대양전기공업,12,2015,313.76,280.98,17.81,82.19,21.67,79.08,36.75,2.39,1.94,inf,inf,,6.92,9.59,-1.16,0.0,0.0,0.0,0.0,17.06,0
239,[006580],대양제지,12,2015,25.82,20.9,48.36,51.64,93.65,0.22,-27.61,-4.6,-2.59,2.86,-2.54,-2.43,-3.0,-17.6,-76.71,19.2,inf,746.25,-234.75,4.02,0
240,[014160],대영포장,12,2015,72.49,57.35,40.82,59.18,68.97,0.71,-9.5,-1.4,-0.85,inf,inf,,4.82,-0.69,-5.01,0.0,0.0,0.0,-0.0,15.16,0
241,[047040],대우건설,12,2015,144.94,116.25,71.15,28.85,246.58,8.61,20.76,1.35,0.37,,,,-2.42,5.11,,0.0,,0.0,0.0,10.34,0
242,[009320],대우부품,12,2015,84.79,58.02,53.43,46.57,114.71,14.67,-5.83,1.48,0.67,18.76,5.85,64.69,15.85,21.46,33.75,20.0,inf,225.48,-596.86,14.01,0
243,[003090],대웅,12,2015,633.18,635.64,7.69,92.31,8.33,140.06,20.85,0.0,0.0,,inf,,4.23,1.63,,0.0,,-0.0,0.0,46.91,0
244,[069620],대웅제약,12,2015,257.26,164.94,39.87,60.13,66.3,25.31,25.5,2.61,1.64,inf,inf,,20.82,9.74,7.29,0.0,,0.0,0.0,11.51,0
245,[000430],대원강업,12,2015,78.27,65.35,51.17,48.83,104.79,0.01,-8.45,1.77,0.84,,,,-1.34,3.36,,0.0,,0.0,-0.0,12.12,0
246,[048910],대원미디어,12,2015,389.92,322.56,26.7,73.3,36.42,187.15,21.51,-5.11,-3.57,25.22,1.32,34.84,-13.14,-4.46,149.15,12.52,inf,369.37,169.85,-3.63,0
247,[005710],대원산업,12,2015,210.12,196.43,40.01,59.99,66.69,64.77,34.58,0.0,0.0,,,,8.6,10.73,,0.0,,0.0,0.0,6.2,0
248,[006340],대원전선,12,2015,133.01,115.08,60.02,39.98,150.15,0.24,18.63,0.57,0.22,inf,inf,,-2.43,2.23,28.5,0.0,0.0,0.0,0.0,11.61,0
249,[003220],대원제약,12,2015,294.64,192.32,23.31,76.69,30.4,63.15,29.8,3.24,2.46,54.14,11.37,19.49,8.37,11.14,17.46,28.44,165.65,172.32,241.7,59.01,0
250,[024890],대원화성,12,2015,144.9,120.65,46.57,53.43,87.17,9.61,17.76,4.54,2.16,inf,inf,,6.07,37.67,7.58,0.0,,0.0,0.0,15.87,0
251,[000300],대유신소재,12,2015,54.9,38.07,40.5,59.5,68.08,0.04,-14.11,0.11,0.07,5.7,1.0,-45.93,9.35,3.83,-34.47,26.8,inf,562.26,-507.79,4.73,1
252,[002880],대유에이텍,12,2015,34.62,34.14,64.82,35.18,184.24,9.02,-36.92,0.51,0.15,8.82,2.81,-22.02,-13.53,20.88,24.74,31.22,inf,3786.01,-243.37,18.92,0
253,[120240],대정화금,12,2015,516.29,423.91,20.23,79.77,25.36,33.0,34.38,2.53,1.92,25.56,14.04,-4.44,1.58,12.43,12.36,14.55,inf,188.46,121.75,57.62,0
254,[003310],대주산업,12,2015,126.91,77.71,39.62,60.38,65.62,9.46,7.16,0.75,0.45,inf,inf,,-0.67,1.93,16.81,0.0,0.0,0.0,0.0,4.58,0
255,[078600],대주전자재료,12,2015,41.58,31.35,60.46,39.54,152.92,8.71,-21.93,-2.55,-0.98,inf,-inf,,17.98,26.23,-28.05,0.0,,0.0,-0.0,-1.73,0
256,[012800],대창,12,2015,95.68,68.0,65.53,34.47,190.13,13.72,-2.6,-7.87,-2.68,1.76,-2.72,-22.24,-16.49,-14.77,-74.75,32.0,inf,124.71,-4242.73,29.38,0
257,[015230],대창단조,12,2015,504.89,410.85,14.16,85.84,16.49,26.48,50.86,2.86,2.41,13.39,9.99,-7.5,4.18,8.33,2.04,31.87,inf,253.51,167.69,76.29,0
258,[096350],대창솔루션,12,2015,61.65,37.95,50.6,49.4,102.43,7.38,-14.05,-1.17,-0.59,inf,inf,,-1.31,-5.02,7.57,0.0,,0.0,-0.0,0.63,0
259,[140520],대창스틸,12,2015,80.48,44.19,57.53,42.47,135.48,0.11,-10.04,1.59,0.69,inf,inf,,8.95,4.09,-14.53,0.0,0.0,0.0,-0.0,5.13,0
260,[131220],대한과학,12,2015,170.37,77.24,42.74,57.26,74.63,2.24,22.77,-1.65,-0.92,22.61,-2.15,2.55,-2.42,2.5,-8.11,23.92,inf,84.47,262.6,3.1,0
261,[010170],대한광통신,12,2015,87.07,62.94,52.06,47.94,108.6,20.76,-5.99,-0.48,-0.23,10.56,-3.88,1.65,-3.44,-1.76,-7.44,17.34,inf,141.17,-587.53,12.15,0
262,[054670],대한뉴팜,12,2015,131.93,104.36,41.79,58.21,71.8,4.75,9.74,1.37,0.79,inf,inf,,1.66,4.49,24.39,0.0,,0.0,0.0,14.08,0
263,[001070],대한방직,12,2015,70.94,41.05,53.96,46.04,117.21,1.96,-13.07,-0.37,-0.17,7.53,2.51,-0.17,1.94,-1.56,131.55,15.51,inf,124.9,-339.61,-4.96,0
264,[023910],대한약품,12,2015,174.86,141.63,44.65,55.35,80.67,23.24,21.65,0.0,0.0,inf,inf,,5.48,19.88,15.87,0.0,,0.0,0.0,30.74,0
265,[006650],대한유화,12,2015,155.22,106.29,32.48,67.52,48.11,50.62,9.9,5.47,3.44,18.84,15.72,-16.06,5.95,23.51,161.58,30.18,273.86,289.59,791.98,67.72,0
266,[001440],대한전선,12,2015,122.81,95.07,71.37,28.63,249.33,10.02,8.0,-7.57,-1.15,8.74,2.71,-15.9,-7.02,855.02,-3.8,27.43,inf,279.55,-843.56,-14.49,0
267,[084010],대한제강,12,2015,170.7,133.05,29.59,70.41,42.02,43.19,19.8,0.0,0.0,11.91,5.93,-16.72,-18.84,8.12,75.88,33.3,inf,269.04,522.0,66.61,0
268,[001790],대한제당,12,2015,145.22,74.86,58.19,41.81,139.19,22.38,13.1,-0.65,-0.28,inf,inf,,-0.98,-3.82,-16.86,0.0,0.0,0.0,0.0,4.93,0
269,[001130],대한제분,12,2015,214.52,162.72,17.08,82.92,20.6,57.78,16.77,0.0,0.0,21.73,9.86,-6.46,0.23,3.57,-10.31,11.57,inf,154.4,182.37,27.16,0
270,[003490],대한항공,12,2015,34.09,28.45,90.04,9.96,903.75,8.29,-24.1,-4.77,-0.46,inf,inf,,7.6,15.99,33.96,0.0,,0.0,-0.0,12.85,0
271,[005880],대한해운,12,2015,65.74,50.58,62.69,37.31,168.0,22.67,-5.34,1.8,0.68,18.79,16.69,-11.52,17.05,14.13,-10.33,8.95,227.61,391.56,-382.54,14.81,0
272,[003830],대한화섬,12,2015,54.87,24.93,19.89,80.11,24.83,0.31,-5.57,-0.95,-0.75,0.0,-9.49,-5.42,-1.42,0.19,,6.51,inf,163.63,-314.89,-4.86,0
273,[016090],대현,12,2015,126.63,35.24,48.05,51.95,92.5,1.16,10.15,0.0,0.0,inf,inf,,-0.02,6.77,3.99,0.0,,0.0,0.0,9.75,0
274,[069460],대호에이엘,12,2015,102.5,74.82,73.31,26.69,274.74,10.6,1.58,-0.99,-0.24,inf,inf,,-18.4,-6.07,99.84,0.0,,0.0,0.0,11.43,0
275,[067080],대화제약,12,2015,128.13,81.39,39.11,60.89,64.24,7.6,7.06,1.17,0.7,inf,inf,,-1.0,2.96,6.67,0.0,0.0,0.0,0.0,13.22,0
276,[084870],더베이직하우스,12,2015,171.33,37.45,61.27,38.73,158.21,0.47,13.94,-7.69,-3.37,40.51,-22.6,-12.13,-8.15,-26.66,-19.78,12.18,inf,48.84,228.44,-16.59,1
277,[192080],더블유게임즈,12,2015,2967.63,2967.63,3.74,96.26,3.88,579.23,94.21,4.17,3.94,inf,inf,,653.43,789.68,71.83,0.0,0.0,,0.0,271.15,0
278,[012510],더존비즈온,12,2015,106.04,105.22,37.47,62.53,59.93,30.23,2.09,4.12,2.46,55.81,18.38,17.35,1.43,11.83,20.06,18.2,85.48,3988.46,1267.16,52.65,0
279,[213420],덕산네오룩스,12,2015,775.75,624.38,8.71,91.29,9.55,380.16,35.5,0.0,0.0,20.23,6.04,inf,5.35,1.92,inf,9.05,inf,129.94,68.12,0.0,0
280,[077360],덕산하이메탈,12,2015,891.81,821.6,5.04,94.96,5.31,452.64,28.19,-1.44,-1.25,inf,inf,,7.57,29.84,9.75,0.0,,0.0,0.0,164.3,0
281,[004830],덕성,12,2015,243.33,183.93,31.98,68.02,47.02,19.22,36.62,0.21,0.14,12.41,1.2,-7.56,-1.21,1.34,-18.55,19.02,inf,124.17,140.87,19.53,0
282,[090410],덕신하우징,12,2015,206.04,163.87,30.36,69.64,43.59,16.52,28.2,0.0,0.0,16.14,3.92,18.59,22.72,-0.12,-10.48,29.71,inf,248.96,241.8,13.08,0
283,[024900],덕양산업,12,2015,84.27,82.87,81.46,18.54,439.47,17.17,-9.19,0.31,0.07,0.79,-0.42,0.5,52.28,0.75,-39.95,74.51,inf,7899.59,-2195.72,11.87,0
284,[194480],데브시스터즈,12,2015,8647.02,8605.96,1.44,98.56,1.47,21.31,80.86,-0.09,-0.09,,-inf,,-22.29,-20.2,,0.0,,0.0,0.0,-2782.47,0
285,[206560],덱스터,12,2015,1347.37,1347.37,6.77,93.23,7.26,852.59,81.66,3.05,2.41,33.15,19.63,39.59,329.75,2109.72,28.18,13.32,inf,inf,37.75,80.1,0
